timestamp,Title,price,Original_Price,Shipping_Info,URL
2025-11-05 13:42:18,eufy Floodlight Camera E340 Security Camera 3K Dual Camera Color Night Vision,$169.99,$399.99,N/A,https://www.ebay.com/itm/385745478793?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-05 13:42:28,Unknown,$169.99,NA,N/A,NA
2025-11-05 13:42:28,LG 77 Inch Class C5 Series OLED evo 4K UHD Smart webOS TV 2025,"$2,152.70","$3,296.99",N/A,https://www.ebay.com/itm/326596530847?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-05 13:42:29,Unknown,"$2,152.70",NA,N/A,NA
2025-11-05 13:42:29,"Bose Smart Ultra Soundbar Home Theater, Certified Refurbished",$874.00,NA,N/A,https://www.ebay.com/itm/166821183075?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-05 13:42:39,Unknown,$874.00,NA,N/A,NA
2025-11-05 13:42:39,Anker Prime Docking Station 14-in-1 160W 10Gbps Data Transfer Dual 4K |Refurbish,$143.99,$249.99,N/A,https://www.ebay.com/itm/385840469475?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-05 13:42:40,Unknown,$143.99,NA,N/A,NA
2025-11-05 13:42:40,Anker 778 Thunderbolt 4 Docking Station 12-in-1 40Gbps 100W Charging for Laptop,$151.99,$299.99,N/A,https://www.ebay.com/itm/385528850566?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-05 13:42:50,Unknown,$151.99,NA,N/A,NA
2025-11-05 13:42:51,Anker 13-in-1 USB-C Docking Station 85W Charging Triple Display + 6ft 60W Cable,$113.99,$119.99,N/A,https://www.ebay.com/itm/385570084619?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-05 13:42:52,Unknown,$113.99,NA,N/A,NA
2025-11-05 13:42:52,Apple Pencil (USB-C) - White Stylus MUWA3AM/A with Pixel-Perfect Precision,$51.75,$79.00,N/A,https://www.ebay.com/itm/296262723993?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-05 13:42:53,Unknown,$51.75,NA,N/A,NA
2025-11-05 13:42:53,Genuine Dell Latitude E7440 E7450 Laptop Battery 47Wh 7.4 V 34GKR G95J5 3RNFD,$14.49,$16.66,N/A,https://www.ebay.com/itm/296698322088?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-05 13:42:54,Unknown,$14.49,NA,N/A,NA
2025-11-05 13:42:54,Samsung Galaxy S24 Ultra 512GB S928U Unlocked - Good,$581.99,"$1,419.99",N/A,https://www.ebay.com/itm/256652847329?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-05 13:43:04,Unknown,$581.99,NA,N/A,NA
2025-11-05 13:43:04,Samsung Galaxy S24 128GB S921U Unlocked - Excellent,$325.99,$799.99,N/A,https://www.ebay.com/itm/256496745168?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-05 13:43:05,Unknown,$325.99,NA,N/A,NA
2025-11-05 13:43:05,Samsung Galaxy S24+ 256GB S926U Unlocked - Excellent,$418.99,$999.99,N/A,https://www.ebay.com/itm/256602372474?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-05 13:43:06,Unknown,$418.99,NA,N/A,NA
2025-11-05 13:43:06,Apple Watch Series 10 46mm GPS + WiFi + Cellular Unlocked Aluminum - Excellent,$281.99,$599.99,N/A,https://www.ebay.com/itm/316169970498?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-05 13:43:07,Unknown,$281.99,NA,N/A,NA
2025-11-05 13:43:07,Apple Watch SE 40mm 44mm GPS + WiFi + Cellular Pink Gold Gray Silver - Good,$97.49,$299.99,N/A,https://www.ebay.com/itm/314285776503?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-05 13:43:09,Unknown,$97.49,NA,N/A,NA
2025-11-05 13:43:09,"Acer Nitro XZ2 34"" Gaming Monitor 180Hz 3440x1440 400Nit Certified Refurbished",$182.15,$329.99,N/A,https://www.ebay.com/itm/276387590653?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-05 13:43:19,Unknown,$182.15,NA,N/A,NA
